"id","source","pmid","doi","title","authorString","journalTitle","pubYear","journalIssn","pageInfo","pubType","isOpenAccess","inEPMC","inPMC","hasPDF","hasBook","hasSuppl","citedByCount","hasReferences","hasTextMinedTerms","hasDbCrossReferences","hasLabsLinks","hasTMAccessionNumbers","firstIndexDate","firstPublicationDate","issue","journalVolume","pmcid","versionNumber","fullTextIdList.fullTextId","bookOrReportDetails.publisher","bookOrReportDetails.yearOfPublication","tmAccessionTypeList.accessionType","dbCrossReferenceList.dbName","bookid","bookOrReportDetails.comprisingTitle","bookOrReportDetails.seriesName"
"42035094","MED","42035094","10.1186/s13008-026-00181-5","Overexpression of ENDOD1 inhibits proliferation, migration, and invasion of colorectal cancer.","Zhang Y, Li N, Zhang H, Hu D.","Cell Div","2026","1747-1028",NA,"journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-04-26","2026-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41950645","MED","41950645","10.1016/j.biomaterials.2026.124202","Human blood-brain barrier tissue model to characterize lipid nanoparticle delivery and transport mechanisms.","Zhang X, Ye Z, Cui S, Shmushkovich T, Tani H, Chen Y, Coe M, Arkhangelskiy A, Arral ML, Savvidou MG, Power L, Liu L, Zhao Y, Howell J, Liu X, Marcet EC, Ho SM, Que Z, Leung G, Mullis AS, Xu Q, Kaplan DL.","Biomaterials","2026","0142-9612; 1878-5905; ","124202","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-04-10","2026-04-04",NA,"333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42137735","MED","42137735","10.1038/s44401-026-00083-2","EPEE: towards efficient and effective foundation models in biomedicine.","Zhan Z, Zhou S, Zhou H, Liu Z, Zhang R.","Npj Health Syst","2026","3005-1959","30","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-16","2026-05-12","1","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41985396","MED","41985396","10.1016/j.compmedimag.2026.102767","Impact of automated and manual segmentation errors on knee osteoarthritis classification using MRI-registered data on CT scans.","Fox S, Ciliberti FK, Jónsson H, Gargiulo P, Recenti M.","Comput Med Imaging Graph","2026","0895-6111; 1879-0771; ","102767","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-04-16","2026-04-13",NA,"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41747403","MED","41747403","10.1016/j.archoralbio.2026.106550","Viral landscape in saliva: Polyomavirus and Herpesvirus detection in HIV-positive and HIV-negative.","Khijmatgar S, Cenzato N, Dolci M, Tartaglia FC, Ismail A, Tellez M, Casati S, Favi E, Delbue S, Signorini L.","Arch Oral Biol","2026","0003-9969; 1879-1506; ","106550","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-02-27","2026-02-16",NA,"185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41811202","MED","41811202","10.1111/ocr.70111","The Effects of Dietary Loading on Chondrocytes Transdifferentiation During Postnatal Maxillary Growth.","Stark M, Dehghanian P, Liu Y, Ruest L, Kesterke MJ, Jing Y.","Orthod Craniofac Res","2026","1601-6335; 1601-6343; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-03-12","2026-03-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41951778","MED","41951778","10.1038/s41366-026-02070-x","Non-invasive islet β-cell markers track with weight-loss interventions for type 2 diabetes: a prospective cohort study.","Sun H, Shen Y, Burke SJ, Brantley P, Brock R, Zhang D, Yang S, Hu G, Collier JJ.","Int J Obes (Lond)","2026","0307-0565; 1476-5497; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-04-10","2026-04-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41844522","MED","41844522","10.1021/jacs.5c22138","Translating a miRNA Signal into Physical Immunomodulation via Programmed DNA Network Assembly on Mitochondria.","Xiang Q, Huang J, Shuai L, Wen S, Zhang W, Wang X, Li J, Zhou Z, Gao Z, Wang Q, Li Y, Dong H.","J Am Chem Soc","2026","0002-7863; 1520-5126; ","13055-13068","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-03-18","2026-03-17","12","148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41996964","MED","41996964","10.1016/j.euroneuro.2026.112854","Perinatal bipolar disorder as a critical risk window: rationale for hospitalization at home on this population.","Garriga M, Roca-Lecumberri A.","Eur Neuropsychopharmacol","2026","0924-977x; 1873-7862; ","112854","journal article","N","N","N","N","N","N",0,"N","N","N","Y","N","2026-04-18","2026-04-16",NA,"110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41886064","MED","41886064","10.1080/09205063.2026.2648592","Sustainable bioactive heparin like polysaccharides from &lt;i&gt;Sepioteuthis lessoniana&lt;/i&gt; gladius for next-generation biomedical applications.","Arivudainambi M, Manogaran Y, Ramasamy P.","J Biomater Sci Polym Ed","2026","0920-5063; 1568-5624; ","1-17","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-03-27","2026-03-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42177231","MED","42177231","10.1038/s41598-026-51461-7","Advancing early diagnosis of colorectal anastomotic leakage using drain fluid biochemical analysis.","Polak R, Prokop P, Rosendorf J, Molacek J, Palek R, Vycital O, Bruha J, Rajdl D, Liska V.","Sci Rep","2026","2045-2322",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-24","2026-05-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41634459","MED","41634459","10.1038/s41587-025-02996-z","Balancing innovation and integrity: the biomedical research ecosystem at a crossroads.","Gourdie RG.","Nat Biotechnol","2026","1087-0156; 1546-1696; ","189-192","journal article","N","N","N","N","N","N",0,"Y","N","N","Y","N","2026-02-09","2026-02-01","2","44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42114564","MED","42114564","10.1088/1741-2552/ae6bf2","Endovascular stimulation as a therapeutic strategy for the treatment of cardiopulmonary disorders.","Jia Y, Moscato F, Haberbusch M.","J Neural Eng","2026","1741-2560; 1741-2552; ",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-14","2026-05-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42112589","MED","42112589","10.1021/acs.jcim.5c03157","CAHNetF-DTP: A Community-Aware Heterogeneous Network-Based Embedding Framework for Drug-Target Interaction Prediction.","Mittal A, Rani P, Jain A.","J Chem Inf Model","2026","1549-9596; 1549-960x; ","5661-5679","journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-05-13","2026-05-11","10","66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41968369","MED","41968369","10.1002/mrm.70378","Investigating the Sensitivity of the Diffusion MRI Signal to Magnetization Transfer and Permeability via Monte-Carlo Simulations.","Zheng Z, Miller KL, Tendler BC, Cottaar M.","Magn Reson Med","2026","0740-3194; 1522-2594; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-04-13","2026-04-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41740693","MED","41740693","10.1016/j.actbio.2026.02.043","Chemical modifications of RNA influence the micellar assembly stability and intracellular distribution of polycation/RNA complexes.","Wang F, Tong Y, Lu L, Song Y, Li X, Wang Y, Zhang Q, Wu J, Zhang L.","Acta Biomater","2026","1742-7061; 1878-7568; ","419-435","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-02-26","2026-02-23",NA,"214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41862601","MED","41862601","10.1038/s41587-026-03043-1","Functional integration of an autologous engineered esophagus in a large-animal model.","Durkin N, Hall GT, Lutman R, Scuglia M, Xenakis T, Patera G, Di Biagio D, Yamada K, Tullie L, Scaglioni D, Shibuya S, Nikaki K, Beesley MA, Saleh T, Garrido Flores M, Borselle D, Karaluka V, Hutchinson JC, Khalaf S, Ogunbiyi O, Wu L, Huang X, Song W, Loukogeorgakis S, Pellegata AF, Mantero S, Cossu G, Li VSW, Borrelli O, Bonfanti P, Castellano S, Gerli MFM, McCann CJ, Eaton S, Pellegrini M, De Coppi P.","Nat Biotechnol","2026","1087-0156; 1546-1696; ",NA,"journal article","N","N","N","N","N","N",3,"Y","Y","N","Y","N","2026-03-23","2026-03-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41906930","MED","41906930","10.1021/acs.inorgchem.6c00037","Pt(II) Complex with FGFR4 Specificity as a Targeted Drug Conjugate for the Treatment of Hepatocellular Carcinoma.","Cai L, Xu G, Gou S.","Inorg Chem","2026","0020-1669; 1520-510x; ","7833-7847","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-03-30","2026-03-30","14","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41519268","MED","41519268","10.1016/j.clnesp.2025.102893","Ethnic differences in thiamine status persist after adjusting for diet; findings from the UK National Diet and Nutrition Survey.","Koulman A, Jones KS, Collins D, Parkington D, Amoutzopoulos B, Page P, Forouhi NG.","Clin Nutr ESPEN","2026","2405-4577","102893","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-01-13","2026-01-08",NA,"72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42019606","MED","42019606","10.1016/j.yjmcc.2026.04.002","Small-molecule cocktail 5SM induces heart regeneration by upregulating TGFβ/BMP signaling.","Chen Y, Zheng L, Xiong C, Wang Z, Zhu X, Chen YG, Xiong JW.","J Mol Cell Cardiol","2026","0022-2828; 1095-8584; ","20-35","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-04-23","2026-04-20",NA,"215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41991132","MED","41991132","10.1016/j.ijbiomac.2026.152032","Magnetically functionalized zein-alginate hydrogel coatings enhance angiogenesis-driven bone regeneration and implant osseointegration.","Selvaraj V, Suresh Babu R, B S MS, Jayavel B, Sudhakar S.","Int J Biol Macromol","2026","0141-8130; 1879-0003; ","152032","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-04-17","2026-04-15",NA,"361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42035799","MED","42035799","10.1016/j.jad.2026.121858","Integrative multi-kingdom gut microbiome analysis uncovers clinical signatures of major depressive disorder.","Chen S, Zhu B, Lu X, Huang Y, Wang S, Wang W, Chen G, Wu X, Zhou J, Wu F, Wu K.","J Affect Disord","2026","0165-0327; 1573-2517; ","121858","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-04-27","2026-04-24",NA,"408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42032296","MED","42032296","10.1038/s41588-026-02573-3","Mosaic integration of spatial multi-omics with SpaMosaic.","Yan X, Fang Z, Ang KS, Olst LV, Edwards A, Watson T, Zheng R, Zhang D, Fan R, Li M, Gate D, Chen J.","Nat Genet","2026","1061-4036; 1546-1718; ","1126-1137","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-04-25","2026-04-24","5","58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41946280","MED","41946280","10.1016/j.socscimed.2026.119199","Multimodal metaphors in animated depression educational videos on Chinese social media: A critical multimodal discourse analysis.","Zhang Y, Luo Z.","Soc Sci Med","2026","0277-9536; 1873-5347; ","119199","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-04-08","2026-03-25",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42066381","MED","42066381","10.1016/j.cmpb.2026.109404","In silico modeling of transcatheter heart valve oversizing and ellipticity, Part I: Establishing credibility of an advanced model.","Boxwell S, Armfield D, Cahalane RME, Hickey W, Cook S, Kelly P, Cardiff P, McNamara LM.","Comput Methods Programs Biomed","2026","0169-2607; 1872-7565; ","109404","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-05-02","2026-04-24",NA,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42204350","MED","42204350","10.1038/s41746-026-02803-2","A clinical neuroimaging platform for rapid, automated lesion detection and personalized post-stroke outcome prediction. ","Brzus M, Griffis J, Riley CJ, Bruss J, Shea C, Johnson HJ, Boes AD.","NPJ Digit Med","2026","2398-6352",NA,"journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42174013","MED","42174013","10.1038/s41598-026-53033-1","Development of morphologically restored and deproteinized Juglans regia pollen-derived sporopollenin exine capsules: A multi-analytical verification study.","Atalay FE, Guler S, Kaya H, Alan S.","Sci Rep","2026","2045-2322",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42172613","MED","42172613","10.1093/neuonc/noag117","Dordaviprone for Diffuse Midline Glioma: A Landmark Approval or a Premature Step?","Khasraw M, Dun MD, Arrillaga-Romany I, Verhaak RGW, Bouffet E, Hansford JR, Singh K, Mueller S, Koschmann C, Wen PY.","Neuro Oncol","2026","1522-8517; 1523-5866; ","noag117","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-23","2026-05-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41905421","MED","41905421","10.1016/j.abb.2026.110802","Thermodynamic analysis of destabilization of myoglobin by fatty acid ionic liquids.","Pennock SR, Carter ME, Fox EJ, Kossis ER, Kossis DN, Litostansky SM, Hammel PS, Garaguso JS, Spencer DM, Burrell BT, Vaden TD, Caputo GA.","Arch Biochem Biophys","2026","0003-9861; 1096-0384; ","110802","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-03-30","2026-03-27",NA,"780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42173550","MED","42173550","10.1136/bmjhci-2025-101878","Towards a feature-based regulatory benchmark for user-centred SaMD design in cancer care.","Kheirinejad S, Brett CL, Davis RL, Schwartz DL, Shaban-Nejad A.","BMJ Health Care Inform","2026","2632-1009","e101878","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-23","2026-05-22","1","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41997563","MED","41997563","10.1016/j.jocmr.2026.102727","Impact of Reconstruction Type on Late Gadolinium Enhancement Scar Quantification at 3-Tesla: Magnitude vs. Phase-Sensitive Inversion Recovery.","Moafi A, Shergill S, Adlam D, Samani NJ, McCann GP, Arnold JR.","J Cardiovasc Magn Reson","2026","1097-6647; 1532-429x; ","102727","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-04-18","2026-04-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41841214","MED","41841214","10.1021/acsnano.5c15040","Adrenomedullin Antagonist Nanoparticles Inhibit Breast Cancer Brain Metastasis by Immunomodulating Monocytes/Macrophages.","Zhao Y, Dai Y, Yu X, Wang W, Chen G, Liu Y, Yuan X, Cao M, Chen J, Shi Y, Zhang Z.","ACS Nano","2026","1936-0851; 1936-086x; ","9656-9675","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2026-03-17","2026-03-17","12","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42197520","MED","42197520","10.3390/microorganisms14051135","Light Photo Treatment at 405 nm Can Effectively Kill &lt;i&gt;Leishmania&lt;/i&gt; Parasites.","Adekoya I, Maclean M, Mackie L, Carter KC.","Microorganisms","2026","2076-2607","1135","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-05-16","5","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42033893","MED","42033893","10.1016/j.drugalcdep.2026.113166","Addressing diagnostic code variability in intimate partner violence surveillance through natural language processing: Evidence from substance use disorder populations.","Harris DR, Clements BP, Anthony N, Bhullar M, Quesinberry D, Delcher C.","Drug Alcohol Depend","2026","0376-8716; 1879-0046; ","113166","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-04-26","2026-04-19",NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42108243","MED","42108243","10.1038/s41598-026-44123-1","Serum electrolyte disturbances and treatment outcomes in hospitalized children with Severe Acute Malnutrition in Ethiopia.","Hailu M, Kassahun W, Yesuf HA, Lingerew A.","Sci Rep","2026","2045-2322",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-13","2026-05-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42119667","MED","42119667","10.1016/j.cellsig.2026.112585","IKKα signalling at the crossroads of development, disease and drug discovery.","Tinto K, Cunningham M, Plevin R.","Cell Signal","2026","0898-6568; 1873-3913; ","112585","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-14","2026-05-10",NA,"145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42127814","MED","42127814","10.1016/j.chom.2026.04.005","Potential impacts of antivirals on the virome.","Jin Y, Zhao J, Zuo T.","Cell Host Microbe","2026","1931-3128; 1934-6069; ","770-774","journal article","N","N","N","N","N","N",0,"N","Y","N","Y","N","2026-05-15","2026-05-01","5","34",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41718967","MED","41718967","10.1007/s11060-026-05476-9","HER2 heterogeneity between primary cancers and brain metastases: a retrospective analysis of 185 matched pairs across multiple cancer types.","Lee JY, Koo JY, Kim NI, Kim SS, Shim HJ, Yi MH, Lee RJ, Park SJ, Jung TY, Moon KS, Lee KH.","J Neurooncol","2026","0167-594x; 1573-7373; ","10","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-02-21","2026-02-20","1","177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41672210","MED","41672210","10.1016/j.hrthm.2026.01.054","Hypertrophic cardiomyopathy caused by filamin-C variants has restrictive and extracardiac features and a distinctive ECG.","de Villiers C, Ormondroyd E, Thomson K, Ormerod JOM, Sarwar R, Waring A, Bagnall RD, Sparrow A, Steeples V, Blair E, Buchan RJ, Bueno-Orovio A, Dent T, Farrall M, Harper AR, Hastings R, Jones S, Krishnan N, Lise S, Pagnamenta AT, Salatino S, Seed L, Taylor JC, Weintraub RG, West D, WGS500 Consortium, Ware JS, Ingles J, Semsarian C, Watkins H.","Heart Rhythm","2026","1547-5271; 1556-3871; ","S1547-5271(26)00121-9","journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-02-12","2026-02-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41760824","MED","41760824","10.1007/s12011-026-05012-w","Synthesis and Biomedical Potential of TiCO&lt;sub&gt;3&lt;/sub&gt; Nanoparticles in Diabetes and Infection.","Nazeer N, Khudaykulova F, Mamadiyeva Z, Ganesan S, Sahoo S, Pal A, Arora V, Singh S.","Biol Trace Elem Res","2026","0163-4984; 1559-0720; ",NA,"journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-03-01","2026-02-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42140969","MED","42140969","10.1038/s41467-026-73079-z","Two distinct SWI/SNF complexes direct chromatin-linked transcriptional programs in Toxoplasma.","Schwarz D, Tapia B, Lourido S.","Nat Commun","2026","2041-1723",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-17","2026-05-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42000466","MED","42000466","10.1016/j.colsurfb.2026.115715","The gut microbiome modulates the lipase-mediated digestion of dietary lipid emulsions.","Collins K, Donnellan L, Asif Z, Chan NSL, Subramaniam S, Kamath S, Ariaee A, Abdelhafez A, Wignall A, Hoffman P, Joyce P.","Colloids Surf B Biointerfaces","2026","0927-7765; 1873-4367; ","115715","journal article","N","N","N","N","N","N",0,"Y","N","N","N","N","2026-04-20","2026-04-15",NA,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42032520","MED","42032520","10.1186/s12884-026-09122-0","Risk factors associated with maternal complications of caesarean delivery in Rwanda: a retrospective cross-sectional study.","Cyiza FR, Rutayisire E, Mukantagara M, Uwimana A, Mugabo H, Remera E, Rudasingwa S, Ndererimana E, Turate I, Kanyoko NC.","BMC Pregnancy Childbirth","2026","1471-2393",NA,"journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-04-25","2026-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41997259","MED","41997259","10.1016/j.bcp.2026.117985","Ro 64-6198, a selective NOP receptor agonist blocks CGRP-induced migraine-like symptoms and modulates cellular activation.","Perez A, Pietrzak-Mitura D, Mudgal A, Martinez M, Lopez J, Peters D, Thornberry J, Mangutov E, Pradhan AA, Cippitelli A, Ozawa A, Targowska-Duda KM, Toll L.","Biochem Pharmacol","2026","0006-2952; 1873-2968; ","117985","journal article","N","N","N","N","N","N",0,"N","N","N","Y","N","2026-04-18","2026-04-15","pt 1","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41983948","MED","41983948","10.1002/aur.70251","Occurrence and Correlates of Suicidal Thoughts Among Young Autistic Users of a Mental Health App.","Procyshyn TL, Weir EM, Pelton M, Chikaura T, Hodges H, Comley K, Godson S, Allison C, Baron-Cohen S.","Autism Res","2026","1939-3792; 1939-3806; ","e70251","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-04-15","2026-04-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41996766","MED","41996766","10.1016/j.bios.2026.118690","Bimetallic nanoparticles mediated plasmonic enhanced cardiac electrophysiology by cell based excitation biosensor.","Fang J, Lyu X, Wang H, Guo J, Zheng J, Fang J, Hu N.","Biosens Bioelectron","2026","0956-5663; 1873-4235; ","118690","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-04-18","2026-04-10",NA,"305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41775954","MED","41775954","10.1007/s11357-026-02101-5","Longitudinal association of chronic periodontitis with all-cause dementia, Alzheimer disease, vascular dementia, and mild cognitive impairment: a distributed network analysis.","Hwang G, Lee SH, Han SW, Yang Y, Lee S, Kim Y, Kim Y, Park RW.","Geroscience","2026","2509-2715; 2509-2723; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-03-04","2026-03-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42145677","MED","42145677","10.1364/boe.591040","Efficient algorithm for optimal wavelength selection in photoacoustic spectral unmixing.","Smith C, Langley A, Sankepalle D, Mallidi S, Bouma BE, Veysset D.","Biomed Opt Express","2026","2156-7085","2643-2659","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-19","2026-04-28","5","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42063367","MED","42063367","10.1002/smll.73611","DNA Triangular Prism Based Tripedal Walking Along Triplex-Forming Track.","Wang T, Zheng X, Chai H, Miao P.","Small","2026","1613-6810; 1613-6829; ","e73611","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-02","2026-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41871531","MED","41871531","10.1088/1748-605x/ae55ee","Double-crosslinked carrageenan/gelatin hydrogel loaded with heparin for heart valve tissue engineering applications.","Guo C, Ye W, Huang J, Xiao J, Lu D, Gao B, Butcher JT, Zeng Z, Ma N.","Biomed Mater","2026","1748-6041; 1748-605x; ",NA,"journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-03-24","2026-04-02","2","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42002938","MED","42002938","10.1021/acs.bioconjchem.6c00026","Unsymmetric Heptamethine Cyanines as a General Strategy to Construct Nonaggregating Fluorophores for Biomedical Imaging.","Gomez E, Kodisana M, Harun A, Cardenas-Rivera A, Li Y, Kornegay A, Wherritt D, Yaseen MA, Hanson KK, Srivastava I, Usama SM.","Bioconjug Chem","2026","1043-1802; 1520-4812; ",NA,"journal article","N","N","N","N","N","N",0,"Y","Y","N","Y","N","2026-04-20","2026-04-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41984494","MED","41984494","10.1002/advs.202520560","3D Large-Scale Subwavelength-Resolution Sound Sheet Tomography Based on an Active and Programmable Circular Meta-Array.","Zhang QD, Lin ZB, Chen Z, Liu ZH, He JL, Song JJ, Zeng LS, Zhou L, Ding MY, Peng YG, Yuchi M, Zhu XF.","Adv Sci (Weinh)","2026","2198-3844","e20560","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-04-16","2026-04-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42110996","MED","42110996","10.1364/boe.592421","Coefficient-metric gradient-based digital wavefront correction for full-field swept-source optical coherence tomography.","Xu G, Love J, Smart TJ, Hsu D, Ju MJ, Sarunic MV.","Biomed Opt Express","2026","2156-7085","2049-2064","journal article","N","N","N","N","N","N",0,"N","Y","N","N","N","2026-05-13","2026-03-24","4","17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42034130","MED","42034130","10.1016/j.freeradbiomed.2026.04.148","DECR1 degradation by ursolic acid alleviates vascular calcification through inhibition of NF-κB/NLRP3 signaling pathway.","Yang H, Chen A, Ye Y, Zhou X, Li Y, Wen X, Du Z, Lan Z, Yan J.","Free Radic Biol Med","2026","0891-5849; 1873-4596; ","387-404","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-04-26","2026-04-23",NA,"251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41903349","MED","41903349","10.1016/j.jmbbm.2026.107414","A microscale four-ball tribometer for characterization of lubrication by small volume samples.","Stealey S, Genin GM, Zustiak SP.","J Mech Behav Biomed Mater","2026","1751-6161; 1878-0180; ","107414","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-03-30","2026-03-24",NA,"178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42205099","MED","42205099","10.1002/jbio.70290","Real-Time Intravascular Photoacoustic/Ultrasound/Optical Coherence Tomography Imaging of Pulsing Vessels Ex Vivo With and Without ""Blood"" Flushing.","Wang X, Tan Y, Shu C, Zhang J, Lin R, Zhang Y, Sun M, Xie Z, Gong X.","J Biophotonics","2026","1864-063x; 1864-0648; ","e70290","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-29","2026-06-01","6","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42198855","MED","42198855","10.3349/ymj.2025.0030","Role of Fat-Free Mass-Adjusted Cardiorespiratory Fitness in Predicting Hospitalization Risk in Patients with Heart Failure.","Kim YS, Lee W, Yi TI.","Yonsei Med J","2026","0513-5796; 1976-2437; ","449-457","journal article","N","N","N","N","N","N",0,"N","N","N","N","N","2026-05-28","2026-06-01","6","67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42187035","MED","42187035","10.1111/jocd.70944","Global Publication Trends and Advances in Striae Distensae Research: A Bibliometric Analysis.","Shi L, Wu C, Hu S, Yan Y, Ren H, Chen X, Li H.","J Cosmet Dermatol","2026","1473-2130; 1473-2165; ","e70944","journal article","N","N","N","N","N","N",0,"Y","Y","N","N","N","2026-05-26","2026-06-01","6","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
